Name,GEO_ID,"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 or more",Median (dollars),State,County,Tract
"Census Tract 18.06, San Bernardino County, California",1400000US06071001806,0.8,0.0,16.8,76.3,6.1,0.0,0.0,403300,6,71,1806
"Census Tract 18.08, San Bernardino County, California",1400000US06071001808,2.0,0.0,8.7,79.1,8.6,1.6,0.0,379200,6,71,1808
"Census Tract 18.09, San Bernardino County, California",1400000US06071001809,9.3,7.9,20.0,57.0,0.0,2.9,2.8,339300,6,71,1809
"Census Tract 18.10, San Bernardino County, California",1400000US06071001810,9.8,0.0,38.5,51.8,0.0,0.0,0.0,303900,6,71,1810
"Census Tract 18.12, San Bernardino County, California",1400000US06071001812,0.0,0.0,64.5,35.5,0.0,0.0,0.0,273500,6,71,1812
"Census Tract 18.13, San Bernardino County, California",1400000US06071001813,4.5,0.6,54.8,33.9,4.5,0.0,1.8,283200,6,71,1813
"Census Tract 19.01, San Bernardino County, California",1400000US06071001901,3.3,0.0,6.8,50.0,39.8,0.0,0.0,463100,6,71,1901
"Census Tract 19.03, San Bernardino County, California",1400000US06071001903,1.9,0.0,19.2,61.3,11.2,5.3,1.0,410000,6,71,1903
"Census Tract 19.05, San Bernardino County, California",1400000US06071001905,2.4,0.0,15.3,49.4,31.3,1.6,0.0,440900,6,71,1905
"Census Tract 19.06, San Bernardino County, California",1400000US06071001906,5.6,0.0,12.9,73.9,7.5,0.0,0.0,405000,6,71,1906
"Census Tract 20.11, San Bernardino County, California",1400000US06071002011,0.0,1.0,4.8,26.4,47.0,19.7,1.2,595200,6,71,2011
"Census Tract 20.13, San Bernardino County, California",1400000US06071002013,2.0,0.0,10.2,40.4,45.9,1.5,0.0,491300,6,71,2013
"Census Tract 20.14, San Bernardino County, California",1400000US06071002014,0.0,0.0,3.9,18.3,63.8,13.4,0.6,609000,6,71,2014
"Census Tract 20.15, San Bernardino County, California",1400000US06071002015,2.6,0.0,20.2,57.5,17.9,0.9,1.0,395600,6,71,2015
"Census Tract 20.16, San Bernardino County, California",1400000US06071002016,0.0,0.0,21.7,74.7,1.0,0.0,2.5,366400,6,71,2016
"Census Tract 20.17, San Bernardino County, California",1400000US06071002017,0.6,0.0,0.7,9.5,55.2,24.6,9.3,677400,6,71,2017
"Census Tract 20.18, San Bernardino County, California",1400000US06071002018,1.8,0.0,3.4,43.6,42.6,4.8,3.7,506800,6,71,2018
"Census Tract 20.19, San Bernardino County, California",1400000US06071002019,0.8,0.0,10.2,39.4,46.8,1.3,1.5,498400,6,71,2019
"Census Tract 20.21, San Bernardino County, California",1400000US06071002021,0.9,0.0,4.7,52.2,20.1,7.0,15.1,471000,6,71,2021
"Census Tract 20.22, San Bernardino County, California",1400000US06071002022,0.0,0.0,1.9,10.1,57.9,26.3,3.8,663900,6,71,2022
"Census Tract 1.13, San Bernardino County, California",1400000US06071000113,4.7,0.0,26.7,36.8,24.0,7.8,0.0,374700,6,71,113
"Census Tract 1.15, San Bernardino County, California",1400000US06071000115,1.2,0.0,0.9,40.5,49.7,7.8,0.0,537600,6,71,115
"Census Tract 119.01, San Francisco County, California",1400000US06075011901,0.0,0.0,0.0,16.4,47.6,10.6,25.3,676300,6,75,11901
"Census Tract 119.02, San Francisco County, California",1400000US06075011902,11.5,0.0,0.0,55.7,14.8,0.0,18.0,412500,6,75,11902
"Census Tract 122.01, San Francisco County, California",1400000US06075012201,0.0,0.0,0.0,44.6,55.4,0.0,0.0,524500,6,75,12201
"Census Tract 122.02, San Francisco County, California",1400000US06075012202,0.0,0.0,0.0,0.0,0.0,54.8,45.2,977900,6,75,12202
"Census Tract 123.01, San Francisco County, California",1400000US06075012301,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,75,12301
"Census Tract 123.02, San Francisco County, California",1400000US06075012302,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,75,12302
"Census Tract 124.01, San Francisco County, California",1400000US06075012401,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,75,12401
"Census Tract 124.02, San Francisco County, California",1400000US06075012402,0.0,0.0,0.0,33.0,34.0,33.0,0.0,625000,6,75,12402
"Census Tract 125.01, San Francisco County, California",1400000US06075012501,0.0,0.0,48.1,0.0,16.7,35.2,0.0,-666666666,6,75,12501
"Census Tract 125.02, San Francisco County, California",1400000US06075012502,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,75,12502
"Census Tract 126.01, San Francisco County, California",1400000US06075012601,0.0,0.0,0.0,0.0,0.0,6.5,93.5,2000001,6,75,12601
"Census Tract 126.02, San Francisco County, California",1400000US06075012602,0.0,0.0,0.0,0.0,4.6,0.0,95.4,2000001,6,75,12602
"Census Tract 129.01, San Francisco County, California",1400000US06075012901,4.7,0.0,0.0,0.0,4.0,10.8,80.5,1242800,6,75,12901
"Census Tract 129.02, San Francisco County, California",1400000US06075012902,0.0,0.0,2.9,0.0,4.5,15.1,77.5,1601000,6,75,12902
"Census Tract 131.01, San Francisco County, California",1400000US06075013101,0.0,6.5,6.0,0.0,13.4,28.0,46.1,965400,6,75,13101
"Census Tract 131.02, San Francisco County, California",1400000US06075013102,3.7,0.0,0.0,0.0,9.6,9.3,77.4,1750000,6,75,13102
"Census Tract 158.01, San Francisco County, California",1400000US06075015801,0.0,0.0,1.3,4.8,27.5,9.8,56.8,1050800,6,75,15801
"Census Tract 158.02, San Francisco County, California",1400000US06075015802,5.2,0.0,2.8,0.0,23.7,17.1,51.2,1009800,6,75,15802
"Census Tract 168.01, San Francisco County, California",1400000US06075016801,0.0,0.0,0.0,9.3,6.2,31.4,53.1,1030800,6,75,16801
"Census Tract 168.02, San Francisco County, California",1400000US06075016802,0.0,0.0,9.1,7.2,20.5,20.5,42.7,910700,6,75,16802
"Census Tract 171.01, San Francisco County, California",1400000US06075017101,1.1,0.0,1.1,4.4,9.6,4.4,79.3,1453100,6,75,17101
"Census Tract 171.02, San Francisco County, California",1400000US06075017102,0.0,0.0,0.0,0.0,9.5,18.0,72.5,1485000,6,75,17102
"Census Tract 178.01, San Francisco County, California",1400000US06075017801,0.0,4.7,0.0,17.6,30.7,22.3,24.8,725800,6,75,17801
"Census Tract 178.02, San Francisco County, California",1400000US06075017802,3.1,0.0,0.0,8.2,29.8,32.9,26.1,818000,6,75,17802
"Census Tract 204.01, San Francisco County, California",1400000US06075020401,1.0,2.8,2.8,6.7,6.2,20.2,60.3,1128500,6,75,20401
"Census Tract 204.02, San Francisco County, California",1400000US06075020402,0.0,0.0,0.0,7.0,17.1,11.1,64.8,1172700,6,75,20402
"Census Tract 227.04, San Francisco County, California",1400000US06075022704,3.0,0.0,1.0,1.3,6.1,16.6,72.0,1252600,6,75,22704
"Census Tract 257.01, San Francisco County, California",1400000US06075025701,1.8,0.0,0.0,11.2,47.4,27.9,11.7,695300,6,75,25701
"Census Tract 257.02, San Francisco County, California",1400000US06075025702,0.0,0.0,0.0,0.0,50.0,34.3,15.7,750000,6,75,25702
"Census Tract 312.01, San Francisco County, California",1400000US06075031201,1.4,1.4,0.0,12.9,58.5,20.5,5.3,646600,6,75,31201
"Census Tract 312.02, San Francisco County, California",1400000US06075031202,1.3,0.0,1.5,9.9,42.8,26.6,18.0,718100,6,75,31202
"Census Tract 313.01, San Francisco County, California",1400000US06075031301,0.0,0.0,1.4,7.3,36.1,39.9,15.4,782900,6,75,31301
"Census Tract 313.02, San Francisco County, California",1400000US06075031302,0.4,0.0,1.0,24.3,53.5,17.1,3.7,613500,6,75,31302
"Census Tract 326.01, San Francisco County, California",1400000US06075032601,2.2,0.0,0.0,3.8,3.4,44.6,46.0,977800,6,75,32601
"Census Tract 326.02, San Francisco County, California",1400000US06075032602,0.0,0.0,0.0,3.5,10.2,37.3,49.0,993100,6,75,32602
"Census Tract 328.01, San Francisco County, California",1400000US06075032801,0.0,0.0,3.9,0.0,23.3,40.1,32.8,892700,6,75,32801
"Census Tract 2501.04, Solano County, California",1400000US06095250104,2.6,0.0,29.4,61.9,5.0,1.0,0.0,359600,6,95,250104
"Census Tract 2501.05, Solano County, California",1400000US06095250105,0.0,0.0,31.6,53.4,15.0,0.0,0.0,377200,6,95,250105
"Census Tract 2501.06, Solano County, California",1400000US06095250106,0.7,0.0,5.9,54.4,35.6,2.4,0.9,463400,6,95,250106
"Census Tract 2506.04, Solano County, California",1400000US06095250604,0.0,0.0,30.1,58.2,11.0,0.0,0.8,354600,6,95,250604
"Census Tract 9.01, Merced County, California",1400000US06047000901,7.4,4.5,15.8,29.7,24.8,9.4,8.4,386500,6,47,901
"Census Tract 8.02, Merced County, California",1400000US06047000802,3.3,2.7,89.7,1.4,2.9,0.0,0.0,174900,6,47,802
"Census Tract 9.02, Merced County, California",1400000US06047000902,4.0,5.4,62.2,25.9,2.6,0.0,0.0,169200,6,47,902
"Census Tract 12, Merced County, California",1400000US06047001200,6.2,5.2,58.8,25.3,4.5,0.0,0.0,196600,6,47,1200
"Census Tract 14.01, Merced County, California",1400000US06047001401,0.0,12.9,82.6,4.4,0.0,0.0,0.0,139300,6,47,1401
"Census Tract 15.02, Merced County, California",1400000US06047001502,0.0,17.9,82.1,0.0,0.0,0.0,0.0,169900,6,47,1502
"Census Tract 21, Merced County, California",1400000US06047002100,3.7,5.1,37.4,42.1,2.3,8.4,0.9,309900,6,47,2100
"Census Tract 16.02, Merced County, California",1400000US06047001602,0.0,8.0,91.3,0.2,0.0,0.0,0.5,157500,6,47,1602
"Census Tract 19.02, Merced County, California",1400000US06047001902,0.0,17.5,65.3,5.7,5.4,5.4,0.7,164300,6,47,1902
"Census Tract 23.01, Merced County, California",1400000US06047002301,0.0,0.0,59.3,34.8,5.9,0.0,0.0,269500,6,47,2301
"Census Tract 23.02, Merced County, California",1400000US06047002302,2.0,6.7,60.2,30.2,0.0,0.0,0.9,238700,6,47,2302
"Census Tract 19.01, Merced County, California",1400000US06047001901,3.2,24.3,64.9,6.3,0.0,0.0,1.4,126300,6,47,1901
"Census Tract 13.02, Merced County, California",1400000US06047001302,6.9,11.2,62.1,10.3,0.0,9.5,0.0,251400,6,47,1302
"Census Tract 3.04, Merced County, California",1400000US06047000304,0.0,13.1,68.2,13.0,3.6,0.0,2.1,187400,6,47,304
"Census Tract 6.01, Merced County, California",1400000US06047000601,0.0,4.1,90.2,1.4,2.1,2.3,0.0,172800,6,47,601
"Census Tract 10.03, Merced County, California",1400000US06047001003,0.0,28.2,62.6,9.2,0.0,0.0,0.0,138800,6,47,1003
"Census Tract 14.02, Merced County, California",1400000US06047001402,2.5,3.1,69.6,14.5,8.9,1.3,0.0,203100,6,47,1402
"Census Tract 17, Merced County, California",1400000US06047001700,5.2,24.1,67.3,3.4,0.0,0.0,0.0,127100,6,47,1700
"Census Tract 18.01, Merced County, California",1400000US06047001801,0.0,1.7,45.5,43.5,5.1,1.0,3.2,308600,6,47,1801
"Census Tract 20, Merced County, California",1400000US06047002000,1.5,6.7,56.5,29.4,2.4,0.0,3.6,190500,6,47,2000
"Census Tract 6.02, Merced County, California",1400000US06047000602,6.5,9.3,78.9,2.2,0.0,0.0,3.2,176500,6,47,602
"Census Tract 6.03, Merced County, California",1400000US06047000603,4.4,5.0,68.3,16.1,6.2,0.0,0.0,205000,6,47,603
"Census Tract 10.05, Merced County, California",1400000US06047001005,25.4,16.0,50.3,8.3,0.0,0.0,0.0,128700,6,47,1005
"Census Tract 13.01, Merced County, California",1400000US06047001301,2.2,31.7,56.8,3.6,2.5,0.0,3.2,144200,6,47,1301
"Census Tract 2421, Los Angeles County, California",1400000US06037242100,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,37,242100
"Census Tract 6037.03, Los Angeles County, California",1400000US06037603703,2.2,0.0,4.2,65.9,26.0,0.8,0.9,450500,6,37,603703
"Census Tract 6205.01, Los Angeles County, California",1400000US06037620501,0.0,0.0,0.0,1.6,25.7,50.8,21.9,861900,6,37,620501
"Census Tract 6206.01, Los Angeles County, California",1400000US06037620601,0.0,0.0,1.5,11.1,41.3,38.7,7.4,726500,6,37,620601
"Census Tract 6208, Los Angeles County, California",1400000US06037620800,1.3,0.0,1.3,0.0,2.6,5.9,88.9,1708600,6,37,620800
"Census Tract 6210.01, Los Angeles County, California",1400000US06037621001,0.0,0.0,4.8,11.3,7.9,13.0,63.0,1214600,6,37,621001
"Census Tract 6212.01, Los Angeles County, California",1400000US06037621201,0.0,0.0,0.0,6.8,12.1,47.2,34.0,915000,6,37,621201
"Census Tract 6511.01, Los Angeles County, California",1400000US06037651101,0.0,0.0,0.0,4.3,19.6,68.1,8.0,845800,6,37,651101
"Census Tract 6700.03, Los Angeles County, California",1400000US06037670003,0.0,0.0,4.5,20.8,64.3,7.9,2.6,596000,6,37,670003
"Census Tract 6702.01, Los Angeles County, California",1400000US06037670201,0.0,0.0,5.7,4.9,3.0,4.2,82.3,1341900,6,37,670201
"Census Tract 6704.07, Los Angeles County, California",1400000US06037670407,0.0,0.0,0.0,16.9,34.1,3.9,45.1,742700,6,37,670407
"Census Tract 6707.02, Los Angeles County, California",1400000US06037670702,2.1,1.5,5.0,3.6,1.1,13.2,73.4,1188800,6,37,670702
"Census Tract 7006, Los Angeles County, California",1400000US06037700600,2.3,0.0,6.0,2.1,2.4,0.0,87.2,2000001,6,37,700600
"Census Tract 7009.02, Los Angeles County, California",1400000US06037700902,1.6,0.0,0.0,0.0,6.3,7.9,84.2,1612000,6,37,700902
"Census Tract 7016.01, Los Angeles County, California",1400000US06037701601,0.0,0.0,8.0,1.3,3.8,8.8,78.1,1867400,6,37,701601
"Census Tract 5025, Los Angeles County, California",1400000US06037502500,3.8,0.0,13.8,71.6,10.7,0.0,0.0,355000,6,37,502500
"Census Tract 5026.01, Los Angeles County, California",1400000US06037502601,4.0,0.9,12.3,76.5,5.0,0.0,1.3,386000,6,37,502601
"Census Tract 5026.02, Los Angeles County, California",1400000US06037502602,0.0,0.0,23.2,56.3,20.5,0.0,0.0,383300,6,37,502602
"Census Tract 5029.02, Los Angeles County, California",1400000US06037502902,1.2,0.0,4.3,75.2,19.3,0.0,0.0,436400,6,37,502902
"Census Tract 5034.02, Los Angeles County, California",1400000US06037503402,2.8,0.0,3.1,59.6,34.5,0.0,0.0,467100,6,37,503402
"Census Tract 5037.01, Los Angeles County, California",1400000US06037503701,0.9,0.0,7.9,47.3,40.7,1.6,1.6,480700,6,37,503701
"Census Tract 5038.02, Los Angeles County, California",1400000US06037503802,0.8,2.2,14.9,39.0,41.7,1.3,0.0,472000,6,37,503802
"Census Tract 5301.01, Los Angeles County, California",1400000US06037530101,3.3,0.0,18.2,55.1,13.9,9.5,0.0,378000,6,37,530101
"Census Tract 5770, Los Angeles County, California",1400000US06037577000,2.1,0.0,12.0,22.3,36.6,10.0,17.0,593400,6,37,577000
"Census Tract 5990, Los Angeles County, California",1400000US06037599000,0.0,0.0,0.0,21.9,38.8,23.0,16.4,681300,6,37,599000
"Census Tract 6013.03, Los Angeles County, California",1400000US06037601303,4.0,3.1,59.8,33.0,0.0,0.0,0.0,239100,6,37,601303
"Census Tract 6021.04, Los Angeles County, California",1400000US06037602104,0.0,1.7,13.1,32.8,46.2,6.3,0.0,513100,6,37,602104
"Census Tract 1895, Los Angeles County, California",1400000US06037189500,0.0,0.0,0.0,15.8,15.8,8.3,60.2,1296900,6,37,189500
"Census Tract 6506.02, Los Angeles County, California",1400000US06037650602,0.0,0.0,0.0,4.7,53.4,31.3,10.6,712000,6,37,650602
"Census Tract 6509.02, Los Angeles County, California",1400000US06037650902,0.0,0.0,2.6,26.4,58.4,12.6,0.0,589900,6,37,650902
"Census Tract 1312, Los Angeles County, California",1400000US06037131200,1.8,0.0,6.9,58.3,23.7,3.7,5.6,439700,6,37,131200
"Census Tract 1316, Los Angeles County, California",1400000US06037131600,0.0,0.0,10.5,52.4,29.0,8.1,0.0,452800,6,37,131600
"Census Tract 1327, Los Angeles County, California",1400000US06037132700,0.0,1.9,7.7,44.9,39.9,4.2,1.4,487600,6,37,132700
"Census Tract 1813, Los Angeles County, California",1400000US06037181300,4.1,0.0,1.5,15.2,43.9,21.4,14.0,666500,6,37,181300
"Census Tract 1833, Los Angeles County, California",1400000US06037183300,0.0,0.0,16.6,37.1,37.6,4.8,3.9,488000,6,37,183300
"Census Tract 1835.10, Los Angeles County, California",1400000US06037183510,1.0,1.0,11.3,25.1,43.2,18.3,0.0,566700,6,37,183510
"Census Tract 5033.12, Santa Clara County, California",1400000US06085503312,3.5,0.0,0.0,16.0,39.5,15.4,25.6,692800,6,85,503312
"Census Tract 5034.02, Santa Clara County, California",1400000US06085503402,0.0,0.0,6.9,23.8,67.2,2.1,0.0,571900,6,85,503402
"Census Tract 5035.06, Santa Clara County, California",1400000US06085503506,0.0,0.0,6.9,32.1,59.7,0.0,1.3,546100,6,85,503506
"Census Tract 45.03, San Bernardino County, California",1400000US06071004503,1.2,0.0,23.0,66.9,5.8,0.0,3.1,351200,6,71,4503
"Census Tract 39, San Bernardino County, California",1400000US06071003900,6.7,4.5,82.1,6.7,0.0,0.0,0.0,217200,6,71,3900
"Census Tract 56, San Bernardino County, California",1400000US06071005600,0.0,38.1,57.4,4.5,0.0,0.0,0.0,113000,6,71,5600
"Census Tract 84.01, San Bernardino County, California",1400000US06071008401,1.0,0.0,35.9,54.7,6.9,0.0,1.6,345100,6,71,8401
"Census Tract 213.04, Placer County, California",1400000US06061021304,0.0,0.0,17.3,49.1,25.3,6.9,1.4,394000,6,61,21304
"Census Tract 201.06, Placer County, California",1400000US06061020106,4.4,0.0,6.3,22.2,47.4,7.4,12.2,589800,6,61,20106
"Census Tract 209.01, Placer County, California",1400000US06061020901,2.0,0.8,62.7,34.5,0.0,0.0,0.0,236800,6,61,20901
"Census Tract 12, Siskiyou County, California",1400000US06093001200,0.0,0.0,70.6,29.4,0.0,0.0,0.0,222000,6,93,1200
"Census Tract 6, Siskiyou County, California",1400000US06093000600,0.0,15.2,45.7,24.3,12.7,0.0,2.2,261500,6,93,600
"Census Tract 7.02, Siskiyou County, California",1400000US06093000702,7.1,14.3,72.7,4.1,1.8,0.0,0.0,123600,6,93,702
"Census Tract 8, Siskiyou County, California",1400000US06093000800,0.2,13.7,63.0,15.0,0.0,8.1,0.0,233000,6,93,800
"Census Tract 11, Siskiyou County, California",1400000US06093001100,4.7,7.8,77.3,9.3,0.9,0.0,0.0,168700,6,93,1100
"Census Tract 9, Siskiyou County, California",1400000US06093000900,1.2,8.5,69.5,10.4,7.4,2.6,0.5,193100,6,93,900
"Census Tract 7.01, Siskiyou County, California",1400000US06093000701,4.1,4.2,58.2,22.2,8.0,3.2,0.0,251300,6,93,701
"Census Tract 2, Siskiyou County, California",1400000US06093000200,2.6,22.7,68.8,3.2,2.6,0.0,0.0,132100,6,93,200
"Census Tract 4, Siskiyou County, California",1400000US06093000400,0.0,9.6,80.8,9.6,0.0,0.0,0.0,178100,6,93,400
"Census Tract 5, Siskiyou County, California",1400000US06093000500,9.0,9.0,72.9,7.9,1.1,0.0,0.0,156100,6,93,500
"Census Tract 3, Siskiyou County, California",1400000US06093000300,5.0,12.4,72.6,6.6,0.9,0.7,1.8,156800,6,93,300
"Census Tract 10, Siskiyou County, California",1400000US06093001000,0.0,1.2,65.7,24.0,5.2,2.6,1.4,251400,6,93,1000
"Census Tract 1, Siskiyou County, California",1400000US06093000100,2.3,46.0,36.8,14.9,0.0,0.0,0.0,103800,6,93,100
"Census Tract 7.03, Siskiyou County, California",1400000US06093000703,4.3,3.5,86.1,4.6,1.5,0.0,0.0,157800,6,93,703
"Census Tract 101, Shasta County, California",1400000US06089010100,9.2,0.0,64.5,0.0,18.4,7.9,0.0,259100,6,89,10100
"Census Tract 103, Shasta County, California",1400000US06089010300,3.5,0.0,87.1,9.4,0.0,0.0,0.0,216500,6,89,10300
"Census Tract 1101.08, Orange County, California",1400000US06059110108,2.5,2.8,4.0,7.4,16.9,59.5,7.1,819600,6,59,110108
"Census Tract 1102.01, Orange County, California",1400000US06059110201,1.3,4.2,1.0,46.5,41.6,5.4,0.0,491800,6,59,110201
"Census Tract 1103.02, Orange County, California",1400000US06059110302,1.4,7.0,2.7,61.3,27.6,0.0,0.0,444900,6,59,110302
"Census Tract 865.02, Orange County, California",1400000US06059086502,10.4,12.8,24.7,40.5,11.6,0.0,0.0,305600,6,59,86502
"Census Tract 866.02, Orange County, California",1400000US06059086602,0.0,0.0,1.7,66.3,29.8,2.1,0.0,448300,6,59,86602
"Census Tract 867.01, Orange County, California",1400000US06059086701,1.0,2.3,11.1,62.7,21.5,0.0,1.4,423700,6,59,86701
"Census Tract 868.03, Orange County, California",1400000US06059086803,0.0,6.4,11.6,45.9,36.1,0.0,0.0,463200,6,59,86803
"Census Tract 869.01, Orange County, California",1400000US06059086901,0.0,0.0,8.8,48.2,36.2,6.8,0.0,476100,6,59,86901
"Census Tract 871.01, Orange County, California",1400000US06059087101,3.8,0.0,12.3,37.3,42.7,2.7,1.2,481300,6,59,87101
"Census Tract 882.01, Orange County, California",1400000US06059088201,2.3,0.0,0.0,49.2,44.0,4.5,0.0,495900,6,59,88201
"Census Tract 995.13, Orange County, California",1400000US06059099513,1.7,0.0,8.0,17.5,19.1,21.0,32.7,793800,6,59,99513
"Census Tract 1100.10, Orange County, California",1400000US06059110010,0.0,1.3,0.7,12.1,78.6,7.2,0.0,614000,6,59,110010
"Census Tract 1106.03, Orange County, California",1400000US06059110603,7.4,0.0,5.4,48.5,33.8,0.0,4.9,376800,6,59,110603
"Census Tract 1106.04, Orange County, California",1400000US06059110604,0.8,1.5,3.0,22.4,34.4,25.0,12.8,661800,6,59,110604
"Census Tract 218.15, Orange County, California",1400000US06059021815,2.2,0.9,0.9,2.1,31.0,34.5,28.5,844200,6,59,21815
"Census Tract 218.21, Orange County, California",1400000US06059021821,0.0,0.5,4.8,33.9,48.2,12.5,0.0,555700,6,59,21821
"Census Tract 218.26, Orange County, California",1400000US06059021826,2.3,0.0,3.4,35.0,52.9,6.4,0.0,543800,6,59,21826
"Census Tract 218.29, Orange County, California",1400000US06059021829,0.0,1.5,0.0,0.9,15.0,44.7,37.9,932200,6,59,21829
"Census Tract 219.17, Orange County, California",1400000US06059021917,0.0,0.0,4.0,2.0,23.6,30.5,39.9,917400,6,59,21917
"Census Tract 219.24, Orange County, California",1400000US06059021924,0.0,0.0,0.0,6.3,52.6,35.9,5.2,707700,6,59,21924
"Census Tract 320.11, Orange County, California",1400000US06059032011,1.3,0.0,18.0,35.0,22.0,9.6,14.0,482600,6,59,32011
"Census Tract 320.13, Orange County, California",1400000US06059032013,0.0,0.0,0.0,6.4,61.0,25.4,7.3,678900,6,59,32013
"Census Tract 320.15, Orange County, California",1400000US06059032015,1.4,0.0,0.0,14.6,51.1,32.1,0.9,666700,6,59,32015
"Census Tract 320.42, Orange County, California",1400000US06059032042,0.5,0.0,0.0,2.3,37.7,54.7,4.7,793100,6,59,32042
"Census Tract 320.47, Orange County, California",1400000US06059032047,1.9,1.2,26.0,47.6,22.4,0.9,0.0,393800,6,59,32047
"Census Tract 433.08, Riverside County, California",1400000US06065043308,0.0,19.0,74.8,6.2,0.0,0.0,0.0,160800,6,65,43308
"Census Tract 433.12, Riverside County, California",1400000US06065043312,1.4,26.3,70.0,0.0,2.2,0.0,0.0,132700,6,65,43312
"Census Tract 434.05, Riverside County, California",1400000US06065043405,27.8,55.3,16.9,0.0,0.0,0.0,0.0,59400,6,65,43405
"Census Tract 435.06, Riverside County, California",1400000US06065043506,4.2,4.8,78.2,5.4,7.3,0.0,0.0,214000,6,65,43506
"Census Tract 437.01, Riverside County, California",1400000US06065043701,6.2,5.5,60.7,25.5,2.1,0.0,0.0,229700,6,65,43701
"Census Tract 424.01, Riverside County, California",1400000US06065042401,1.2,0.7,26.3,68.4,1.2,2.2,0.0,351400,6,65,42401
"Census Tract 424.08, Riverside County, California",1400000US06065042408,0.0,1.3,75.5,21.2,1.0,0.0,1.0,262100,6,65,42408
"Census Tract 432.06, Riverside County, California",1400000US06065043206,0.0,0.0,28.6,62.1,7.8,0.0,1.4,352300,6,65,43206
"Census Tract 433.07, Riverside County, California",1400000US06065043307,13.9,13.9,72.2,0.0,0.0,0.0,0.0,133600,6,65,43307
"Census Tract 433.09, Riverside County, California",1400000US06065043309,0.0,4.5,81.3,14.2,0.0,0.0,0.0,160100,6,65,43309
"Census Tract 433.11, Riverside County, California",1400000US06065043311,3.9,0.0,78.6,11.1,3.9,0.8,1.7,236100,6,65,43311
"Census Tract 434.04, Riverside County, California",1400000US06065043404,3.6,35.3,59.2,0.0,0.0,1.8,0.0,128900,6,65,43404
"Census Tract 307, Riverside County, California",1400000US06065030700,0.0,0.0,45.8,47.2,4.7,0.0,2.3,315200,6,65,30700
"Census Tract 313, Riverside County, California",1400000US06065031300,0.0,15.4,59.9,23.3,0.0,0.0,1.4,234800,6,65,31300
"Census Tract 32.01, Fresno County, California",1400000US06019003201,0.0,23.6,76.4,0.0,0.0,0.0,0.0,151700,6,19,3201
"Census Tract 55.04, Fresno County, California",1400000US06019005504,1.3,0.0,44.2,36.3,4.9,6.5,6.8,314600,6,19,5504
"Census Tract 45.06, Fresno County, California",1400000US06019004506,1.0,0.0,51.6,47.5,0.0,0.0,0.0,294400,6,19,4506
"Census Tract 50, Fresno County, California",1400000US06019005000,2.9,2.5,50.5,36.8,7.4,0.0,0.0,199800,6,19,5000
"Census Tract 55.14, Fresno County, California",1400000US06019005514,0.0,0.0,52.0,43.7,4.3,0.0,0.0,295600,6,19,5514
"Census Tract 64.02, Fresno County, California",1400000US06019006402,0.0,3.0,54.6,30.4,6.4,2.1,3.4,276600,6,19,6402
"Census Tract 70.02, Fresno County, California",1400000US06019007002,2.1,8.4,85.4,0.0,1.8,0.0,2.3,169300,6,19,7002
"Census Tract 70.04, Fresno County, California",1400000US06019007004,0.9,0.7,76.5,21.9,0.0,0.0,0.0,237700,6,19,7004
"Census Tract 71, Fresno County, California",1400000US06019007100,0.0,21.3,72.0,2.4,2.7,1.6,0.0,152100,6,19,7100
"Census Tract 57.03, Fresno County, California",1400000US06019005703,2.1,0.0,70.4,26.7,0.0,0.8,0.0,258000,6,19,5703
"Census Tract 59.04, Fresno County, California",1400000US06019005904,1.3,0.0,52.6,31.5,14.0,0.7,0.0,291800,6,19,5904
"Census Tract 63, Fresno County, California",1400000US06019006300,0.0,0.0,49.0,33.1,14.3,3.6,0.0,304500,6,19,6300
"Census Tract 82, Fresno County, California",1400000US06019008200,5.8,19.5,72.6,2.1,0.0,0.0,0.0,137500,6,19,8200
"Census Tract 83.02, Fresno County, California",1400000US06019008302,0.0,9.6,85.5,2.6,0.0,0.0,2.3,158500,6,19,8302
"Census Tract 84.02, Fresno County, California",1400000US06019008402,0.0,0.0,25.0,33.3,0.0,0.0,41.7,-666666666,6,19,8402
"Census Tract 51, Fresno County, California",1400000US06019005100,2.2,2.9,90.3,4.6,0.0,0.0,0.0,170400,6,19,5100
"Census Tract 54.05, Fresno County, California",1400000US06019005405,3.0,0.0,93.8,2.5,0.0,0.0,0.8,223900,6,19,5405
"Census Tract 54.08, Fresno County, California",1400000US06019005408,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666,6,19,5408
"Census Tract 57.02, Fresno County, California",1400000US06019005702,0.0,0.7,79.8,18.8,0.8,0.0,0.0,249800,6,19,5702
"Census Tract 64.03, Fresno County, California",1400000US06019006403,1.3,1.0,72.4,21.0,0.0,3.4,1.0,220400,6,19,6403
