White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Name,State,County,Tract
78.6,5.5,1.5,8.1,0.0,1.0,5.4,1400000US06029000506,2275,52.7,6.9,4.0,7.0,4.5,6.7,27.1,10.6,8.1,9.6,2.7,4.1,7.5,1.1,32.5,"Census Tract 5.06, Kern County, California",6,29,506
77.1,2.4,0.5,2.1,0.0,14.9,3.0,1400000US06029000903,3832,51.5,8.9,7.0,6.1,6.3,11.4,15.5,7.4,12.0,6.9,2.2,6.9,5.9,3.5,33.2,"Census Tract 9.03, Kern County, California",6,29,903
83.6,3.3,2.6,1.8,0.5,5.4,2.8,1400000US06029001103,5674,48.4,13.9,10.9,12.5,9.4,7.5,13.9,8.5,13.1,4.4,2.2,2.6,0.8,0.3,22.2,"Census Tract 11.03, Kern County, California",6,29,1103
67.9,10.1,1.3,1.7,0.1,13.6,5.3,1400000US06029002812,5180,48.6,7.9,11.1,7.0,7.1,9.5,21.5,12.1,10.9,3.0,3.0,4.3,1.9,0.7,27.9,"Census Tract 28.12, Kern County, California",6,29,2812
64.0,17.2,1.6,4.3,0.0,10.2,2.7,1400000US06029002815,4136,48.9,7.0,11.4,5.3,4.9,7.9,21.4,12.6,15.1,3.4,2.2,6.2,2.5,0.3,30.9,"Census Tract 28.15, Kern County, California",6,29,2815
60.5,11.7,0.0,6.1,0.7,20.1,0.9,1400000US06029003113,5095,51.9,10.5,9.5,6.7,6.4,9.0,17.0,11.6,6.9,4.4,6.6,4.4,5.0,1.9,28.7,"Census Tract 31.13, Kern County, California",6,29,3113
64.3,5.6,1.4,17.4,0.0,8.4,2.9,1400000US06029003123,18928,48.9,8.5,5.8,9.1,10.6,7.9,14.5,15.4,10.2,6.8,3.7,4.5,2.0,1.0,30.4,"Census Tract 31.23, Kern County, California",6,29,3123
84.7,6.4,0.6,1.5,0.0,2.2,4.6,1400000US06029006100,8470,54.1,9.5,6.0,7.0,8.7,4.6,12.7,13.8,10.5,6.3,4.5,9.8,5.0,1.5,35.6,"Census Tract 61, Kern County, California",6,29,6100
85.6,1.0,2.2,3.4,0.7,3.3,3.7,1400000US06029000505,3832,46.7,6.6,5.9,7.3,3.2,4.4,16.5,6.9,11.0,8.1,11.5,11.5,5.4,1.9,44.4,"Census Tract 5.05, Kern County, California",6,29,505
81.8,0.1,0.0,6.2,3.7,2.6,5.7,1400000US06041107000,6953,44.4,4.3,6.4,7.4,6.5,4.1,6.9,9.5,15.3,9.1,8.3,10.6,8.3,3.3,48.5,"Census Tract 1070, Marin County, California",6,41,107000
76.4,4.1,0.0,2.0,0.0,13.3,4.1,1400000US06041111000,5669,54.7,3.0,4.1,5.7,5.6,3.4,18.9,14.8,16.1,9.3,4.1,11.2,2.3,1.4,42.1,"Census Tract 1110, Marin County, California",6,41,111000
89.9,1.3,0.0,4.4,0.0,0.4,4.1,1400000US06041116000,3194,49.9,0.7,6.4,8.4,7.0,4.3,7.0,10.7,15.4,10.7,11.3,12.0,4.2,2.0,50.0,"Census Tract 1160, Marin County, California",6,41,116000
86.9,0.9,0.4,3.6,0.3,1.8,6.0,1400000US06041124200,5948,46.5,2.3,6.6,6.8,5.5,2.8,5.4,9.7,19.1,8.2,4.9,13.4,12.8,2.4,50.6,"Census Tract 1242, Marin County, California",6,41,124200
76.6,1.2,0.0,14.6,0.4,2.4,4.8,1400000US06041125000,4448,45.6,5.7,4.8,4.6,10.7,5.0,5.0,11.8,17.3,7.6,7.2,12.6,5.3,2.4,45.9,"Census Tract 1250, Marin County, California",6,41,125000
89.2,1.2,0.0,3.5,0.0,0.5,5.5,1400000US06041127000,4678,44.3,3.6,6.2,7.4,5.7,2.6,4.7,9.4,22.4,8.2,10.2,12.5,6.0,1.2,50.2,"Census Tract 1270, Marin County, California",6,41,127000
88.0,0.8,0.0,4.7,0.4,1.3,4.8,1400000US06041102100,2341,47.1,2.3,6.4,7.1,5.2,3.8,7.5,9.1,13.9,13.2,8.7,18.5,2.7,1.8,50.9,"Census Tract 1021, Marin County, California",6,41,102100
73.7,6.6,0.1,11.5,0.0,2.6,5.6,1400000US06041106001,4287,47.7,4.1,6.2,4.5,4.2,5.5,12.4,14.1,12.6,6.5,4.1,8.0,10.4,7.3,42.7,"Census Tract 1060.01, Marin County, California",6,41,106001
85.5,0.1,0.6,4.4,0.0,0.5,8.8,1400000US06041108100,6466,48.8,3.8,7.0,7.6,4.4,4.2,4.7,12.3,18.1,8.4,5.9,13.4,7.2,3.1,48.5,"Census Tract 1081, Marin County, California",6,41,108100
64.5,1.1,0.5,9.7,0.0,15.8,8.4,1400000US06041108200,6549,51.5,3.6,4.1,7.5,6.5,3.3,12.2,12.6,12.5,4.3,10.5,6.0,8.0,9.0,45.2,"Census Tract 1082, Marin County, California",6,41,108200
91.1,0.7,0.0,4.7,0.0,0.7,2.9,1400000US06041110200,4951,46.6,5.1,5.7,7.0,3.6,1.2,2.7,12.5,17.4,9.2,5.6,13.5,13.5,3.0,51.6,"Census Tract 1102, Marin County, California",6,41,110200
87.5,0.0,0.0,5.9,0.0,1.6,4.9,1400000US06041128100,6610,48.7,2.8,5.8,8.5,6.5,2.9,4.9,12.0,16.2,8.4,9.5,15.4,6.0,1.1,48.8,"Census Tract 1281, Marin County, California",6,41,128100
87.3,2.0,0.5,4.1,0.2,0.6,5.5,1400000US06041103100,7774,51.2,4.3,5.3,5.0,7.4,6.3,4.7,9.9,12.8,11.0,11.2,12.7,7.9,1.5,49.5,"Census Tract 1031, Marin County, California",6,41,103100
87.9,1.3,0.9,6.0,0.0,1.3,2.6,1400000US06041104300,1631,47.8,7.4,2.1,2.9,1.0,8.0,7.8,10.7,12.9,12.7,8.2,14.3,8.9,3.1,53.0,"Census Tract 1043, Marin County, California",6,41,104300
76.5,0.0,0.7,16.0,0.0,1.0,5.7,1400000US06071000804,3034,49.0,4.5,3.8,3.2,2.9,2.4,19.3,9.9,17.0,10.5,7.1,9.5,6.7,3.3,46.9,"Census Tract 8.04, San Bernardino County, California",6,71,804
48.5,8.9,1.1,6.7,0.0,26.9,7.9,1400000US06071001702,5710,49.1,6.1,4.8,8.5,7.4,8.3,16.3,10.8,13.7,6.4,3.3,4.8,5.9,3.6,33.8,"Census Tract 17.02, San Bernardino County, California",6,71,1702
72.6,2.3,0.4,1.4,0.0,11.3,12.1,1400000US06107001703,7242,49.5,9.7,11.8,7.3,4.3,5.8,11.0,13.1,13.4,5.5,5.4,7.6,3.7,1.4,35.1,"Census Tract 17.03, Tulare County, California",6,107,1703
79.6,0.4,1.6,5.5,0.0,6.7,6.1,1400000US06107001704,7171,44.0,5.3,8.6,10.1,5.5,4.8,16.4,11.7,12.9,5.7,7.1,9.1,2.1,0.9,34.4,"Census Tract 17.04, Tulare County, California",6,107,1704
72.9,3.1,1.6,0.7,0.6,13.7,7.4,1400000US06107002303,7106,49.4,8.1,5.8,8.8,5.2,9.3,11.9,11.6,11.8,7.0,3.6,7.3,5.0,4.6,36.2,"Census Tract 23.03, Tulare County, California",6,107,2303
84.7,0.9,0.6,4.5,0.0,5.7,3.6,1400000US06107002400,13918,47.4,8.7,10.6,9.6,7.6,4.3,17.0,12.7,11.2,4.8,4.8,5.6,2.1,1.0,30.5,"Census Tract 24, Tulare County, California",6,107,2400
79.8,0.0,0.4,1.8,0.0,17.8,0.2,1400000US06107002602,5780,50.2,6.3,8.8,9.8,8.0,9.2,11.5,8.7,16.7,7.2,1.4,7.3,3.7,1.4,31.4,"Census Tract 26.02, Tulare County, California",6,107,2602
79.3,4.4,1.1,0.0,0.0,12.9,2.3,1400000US06107003100,3502,54.4,12.7,9.1,8.3,8.5,8.3,14.5,12.6,10.3,4.6,3.9,4.3,2.5,0.5,26.2,"Census Tract 31, Tulare County, California",6,107,3100
77.9,0.2,0.3,9.7,0.0,9.9,1.9,1400000US06107003400,6832,53.0,5.0,5.1,8.4,8.7,5.4,11.5,14.2,13.9,6.4,5.6,7.5,7.1,1.1,40.2,"Census Tract 34, Tulare County, California",6,107,3400
71.7,3.4,0.3,9.4,0.0,11.8,3.5,1400000US06107003601,7302,48.9,5.8,7.3,10.4,10.5,8.8,10.6,12.5,11.9,5.8,5.6,7.7,2.7,0.4,32.4,"Census Tract 36.01, Tulare County, California",6,107,3601
92.1,0.5,0.4,2.7,0.0,1.4,2.8,1400000US06107000100,4715,50.7,2.1,5.6,5.4,6.1,3.5,6.4,8.7,15.5,12.4,9.7,17.8,5.3,1.6,53.0,"Census Tract 1, Tulare County, California",6,107,100
58.6,1.8,3.2,8.6,0.0,22.6,5.3,1400000US06107000201,8607,51.1,6.4,10.5,10.3,8.8,9.1,12.7,17.2,10.0,3.1,4.6,5.2,1.3,0.9,29.3,"Census Tract 2.01, Tulare County, California",6,107,201
74.7,0.4,0.5,5.3,0.0,14.1,4.9,1400000US06107000401,6188,52.3,9.5,8.8,8.1,10.8,5.2,16.6,12.9,10.3,5.5,4.5,5.0,2.0,0.9,29.2,"Census Tract 4.01, Tulare County, California",6,107,401
80.4,0.0,0.0,3.3,0.0,11.4,4.9,1400000US06107001005,2738,43.7,4.9,7.0,8.9,10.6,2.5,6.2,15.0,12.0,9.0,8.0,6.4,4.5,5.0,43.2,"Census Tract 10.05, Tulare County, California",6,107,1005
73.9,2.0,0.7,1.2,0.0,20.2,2.1,1400000US06107001502,5681,50.0,8.7,10.1,7.9,3.9,7.3,13.2,10.7,12.1,6.5,4.6,6.9,5.4,2.8,33.8,"Census Tract 15.02, Tulare County, California",6,107,1502
73.6,4.7,1.3,11.1,0.0,2.3,7.0,1400000US06107002008,2677,47.7,6.1,7.5,7.4,4.2,7.8,16.5,12.4,9.3,4.2,3.6,6.0,8.6,6.4,35.6,"Census Tract 20.08, Tulare County, California",6,107,2008
76.3,0.5,0.9,5.0,0.0,13.9,3.5,1400000US06107003700,6432,52.3,8.4,8.3,10.1,7.6,10.0,18.2,8.7,10.7,5.7,2.8,5.8,2.7,0.9,27.8,"Census Tract 37, Tulare County, California",6,107,3700
78.3,0.0,2.1,3.3,0.6,14.0,1.7,1400000US06107003902,5677,49.9,9.7,10.3,9.3,5.9,8.0,15.2,11.6,8.8,5.3,5.3,5.2,3.0,2.3,28.9,"Census Tract 39.02, Tulare County, California",6,107,3902
77.8,0.0,6.0,3.7,0.0,10.9,1.5,1400000US06107004102,2182,50.8,10.6,9.1,8.0,6.7,10.6,12.5,11.3,12.4,2.9,3.0,6.4,5.2,1.3,30.1,"Census Tract 41.02, Tulare County, California",6,107,4102
69.4,1.4,19.8,2.2,0.1,2.7,4.3,1400000US06107002700,5164,50.4,4.2,5.8,3.5,5.6,4.9,11.2,12.4,9.8,9.6,6.5,15.7,8.2,2.6,47.7,"Census Tract 27, Tulare County, California",6,107,2700
74.4,0.0,0.6,1.3,0.0,14.9,8.8,1400000US06107002800,3491,49.3,11.2,8.6,11.4,10.5,7.7,15.6,10.6,8.2,4.6,4.0,3.8,3.2,0.7,25.5,"Census Tract 28, Tulare County, California",6,107,2800
84.3,0.0,0.6,2.0,0.0,11.0,2.0,1400000US06107004101,9044,54.1,5.7,10.7,8.0,11.7,9.7,12.0,14.8,12.1,1.6,4.2,5.2,3.0,1.4,27.7,"Census Tract 41.01, Tulare County, California",6,107,4101
71.0,0.2,3.7,0.0,0.1,23.9,1.2,1400000US06107004500,6290,51.2,5.7,8.1,9.3,10.2,6.7,11.6,15.4,11.4,3.8,5.8,7.8,2.4,1.6,33.8,"Census Tract 45, Tulare County, California",6,107,4500
72.6,0.4,0.2,2.4,0.0,23.5,0.9,1400000US06107000402,7337,48.4,9.1,9.5,8.2,11.2,7.4,12.9,14.5,9.7,5.6,2.6,6.1,2.8,0.6,28.3,"Census Tract 4.02, Tulare County, California",6,107,402
80.9,0.3,0.5,0.2,0.0,16.7,1.4,1400000US06107000501,6845,47.4,11.4,9.8,9.5,7.5,8.7,16.0,10.8,10.8,3.6,3.2,4.4,3.2,1.1,26.6,"Census Tract 5.01, Tulare County, California",6,107,501
80.7,0.6,0.7,1.4,0.1,13.0,3.6,1400000US06107000502,4321,50.9,10.2,7.5,13.1,8.9,7.9,16.2,12.5,10.7,2.1,1.9,4.6,2.9,1.4,26.5,"Census Tract 5.02, Tulare County, California",6,107,502
64.0,2.6,5.4,6.7,0.1,16.5,4.7,1400000US06107001100,7088,51.3,13.3,8.6,8.4,5.8,11.0,16.8,10.9,10.8,3.4,3.6,4.6,1.3,1.4,26.1,"Census Tract 11, Tulare County, California",6,107,1100
75.5,0.3,0.6,5.4,0.2,14.0,4.1,1400000US06107001301,8418,45.2,8.3,9.2,5.5,9.9,8.7,17.9,9.9,13.3,5.3,4.2,4.6,2.6,0.5,29.1,"Census Tract 13.01, Tulare County, California",6,107,1301
85.6,0.2,0.0,0.5,0.0,12.3,1.4,1400000US06107001400,5202,49.0,7.2,5.5,6.3,5.3,5.1,16.3,9.7,13.6,5.7,9.3,11.2,3.3,1.6,40.0,"Census Tract 14, Tulare County, California",6,107,1400
75.2,9.9,0.7,3.0,0.2,3.9,7.0,1400000US06107001800,4660,44.8,10.6,5.8,5.1,7.6,7.1,15.5,11.3,12.0,4.0,4.6,10.3,4.5,1.8,34.4,"Census Tract 18, Tulare County, California",6,107,1800
86.0,0.0,0.3,4.4,0.0,8.8,0.5,1400000US06107001902,4151,48.1,6.6,8.7,9.4,7.4,6.9,12.0,9.1,12.6,5.4,5.2,10.8,5.3,0.6,34.5,"Census Tract 19.02, Tulare County, California",6,107,1902
55.0,4.3,0.0,8.6,0.0,24.9,7.3,1400000US06071000823,6970,43.8,9.1,7.9,5.4,3.7,9.4,15.8,14.5,12.4,9.6,3.4,6.5,2.0,0.2,33.0,"Census Tract 8.23, San Bernardino County, California",6,71,823
58.2,9.9,3.6,3.1,0.0,21.2,4.0,1400000US06071000824,5401,44.2,6.7,6.8,8.2,6.6,5.4,16.8,15.3,12.7,8.0,3.5,5.1,3.1,1.8,34.6,"Census Tract 8.24, San Bernardino County, California",6,71,824
38.0,14.4,0.3,4.6,0.0,37.5,5.2,1400000US06071000825,4056,46.4,5.8,11.2,7.1,3.9,8.4,25.0,12.6,11.8,3.8,4.3,3.7,2.3,0.0,29.3,"Census Tract 8.25, San Bernardino County, California",6,71,825
31.4,12.9,0.0,7.9,2.1,40.3,5.5,1400000US06037570301,7585,52.9,9.0,6.6,7.8,8.5,6.8,22.5,11.6,13.4,2.2,6.3,4.7,0.7,0.0,30.8,"Census Tract 5703.01, Los Angeles County, California",6,37,570301
52.8,3.1,0.9,6.7,0.0,32.2,4.2,1400000US06037604100,7487,55.7,7.7,4.2,10.1,7.0,4.3,15.3,19.6,10.6,3.0,9.0,5.4,3.4,0.5,36.2,"Census Tract 6041, Los Angeles County, California",6,37,604100
73.4,2.1,4.6,9.2,1.0,3.1,6.6,1400000US06037573800,4377,43.8,3.5,8.1,7.9,5.1,4.8,8.0,17.5,17.8,5.1,7.9,9.9,3.7,0.7,42.4,"Census Tract 5738, Los Angeles County, California",6,37,573800
61.3,11.3,0.0,11.8,0.0,10.3,5.3,1400000US06037576801,3991,42.1,3.4,5.2,4.3,4.5,4.8,26.7,15.5,13.6,8.0,5.7,4.4,1.9,2.0,35.7,"Census Tract 5768.01, Los Angeles County, California",6,37,576801
26.9,37.4,0.9,0.0,3.4,25.2,6.3,1400000US06037601212,6889,49.6,9.5,7.8,7.0,6.3,9.1,16.1,13.3,14.7,5.3,3.0,4.2,2.7,1.1,30.7,"Census Tract 6012.12, Los Angeles County, California",6,37,601212
64.4,0.2,0.3,24.8,0.0,1.5,8.7,1400000US06037650702,4815,49.5,5.9,4.4,5.5,6.6,6.6,7.4,12.3,17.2,10.1,6.5,10.7,4.7,2.2,45.7,"Census Tract 6507.02, Los Angeles County, California",6,37,650702
84.4,0.1,0.6,2.0,0.0,12.2,0.7,1400000US06037106604,5143,50.7,9.6,5.9,9.1,6.1,7.6,14.1,14.3,10.8,4.8,5.1,7.9,3.5,1.2,32.2,"Census Tract 1066.04, Los Angeles County, California",6,37,106604
53.2,10.4,0.0,14.8,1.4,14.3,5.9,1400000US06037113321,6420,52.1,2.9,4.5,5.7,5.8,11.3,15.5,15.1,16.0,8.8,7.2,4.7,1.9,0.7,37.8,"Census Tract 1133.21, Los Angeles County, California",6,37,113321
27.9,44.1,0.9,1.2,0.0,25.4,0.5,1400000US06037541100,3180,47.4,8.2,7.5,7.2,7.6,7.0,15.6,12.5,11.3,7.3,5.6,6.9,2.4,0.7,30.8,"Census Tract 5411, Los Angeles County, California",6,37,541100
34.2,44.4,0.8,1.5,0.0,16.6,2.4,1400000US06037542800,3019,43.1,7.6,9.0,5.3,6.4,6.5,13.9,13.5,13.0,6.8,6.0,5.5,4.8,1.7,35.9,"Census Tract 5428, Los Angeles County, California",6,37,542800
40.5,0.8,0.7,14.6,0.3,39.9,3.1,1400000US06037550300,8416,48.0,7.5,5.9,6.9,9.4,10.2,14.3,14.2,15.0,4.4,4.1,3.3,2.0,2.9,31.8,"Census Tract 5503, Los Angeles County, California",6,37,550300
54.6,11.4,0.7,3.3,0.0,27.3,2.7,1400000US06037553802,6467,52.0,7.2,9.5,7.5,7.3,6.4,13.2,15.9,13.1,5.7,4.7,4.7,4.1,0.7,33.8,"Census Tract 5538.02, Los Angeles County, California",6,37,553802
20.3,10.3,0.9,27.6,1.2,36.0,3.6,1400000US06037555102,6001,48.9,5.6,4.8,4.3,6.5,11.5,13.3,14.7,11.9,7.5,5.9,8.1,4.8,1.1,36.9,"Census Tract 5551.02, Los Angeles County, California",6,37,555102
59.3,2.3,0.6,24.8,0.0,9.5,3.5,1400000US06037275603,2710,52.4,3.7,7.2,3.0,4.2,4.8,13.9,16.7,19.6,4.4,4.5,7.8,5.9,4.3,43.8,"Census Tract 2756.03, Los Angeles County, California",6,37,275603
69.8,7.4,0.0,11.2,1.2,3.8,6.6,1400000US06037278001,2493,47.1,4.2,6.8,6.2,5.2,5.2,14.1,14.6,18.7,7.3,6.1,7.4,1.4,2.8,40.6,"Census Tract 2780.01, Los Angeles County, California",6,37,278001
85.2,2.0,0.0,6.0,0.0,3.9,3.0,1400000US06037278102,3063,52.9,3.3,0.5,2.1,1.8,3.5,22.1,17.0,15.5,7.3,9.7,14.5,2.5,0.3,44.9,"Census Tract 2781.02, Los Angeles County, California",6,37,278102
55.1,6.8,0.0,10.0,0.0,17.8,10.3,1400000US06037293306,2451,56.4,4.5,5.6,5.5,7.0,5.1,11.6,17.4,13.5,7.7,6.9,8.6,4.4,2.2,39.8,"Census Tract 2933.06, Los Angeles County, California",6,37,293306
29.9,7.4,0.0,13.4,0.0,37.4,11.9,1400000US06037293307,2552,50.2,4.1,7.1,4.8,7.3,8.4,18.0,11.8,18.5,6.4,6.5,6.2,0.8,0.0,35.3,"Census Tract 2933.07, Los Angeles County, California",6,37,293307
57.6,0.8,7.8,9.3,0.0,21.7,2.9,1400000US06037294301,2539,51.3,4.9,7.2,6.1,9.2,6.7,12.1,12.5,16.2,6.4,3.1,10.9,4.2,0.5,37.0,"Census Tract 2943.01, Los Angeles County, California",6,37,294301
60.8,4.5,4.6,0.6,1.4,26.2,2.0,1400000US06037294701,3229,51.5,9.7,9.1,9.3,6.1,8.1,18.1,11.2,12.4,4.3,5.0,3.9,1.9,1.1,28.7,"Census Tract 2947.01, Los Angeles County, California",6,37,294701
45.2,2.8,5.4,2.0,1.2,40.5,3.0,1400000US06037294302,4406,49.3,7.0,5.6,9.4,7.1,10.7,12.9,13.5,14.0,5.7,4.8,4.3,4.3,0.7,33.4,"Census Tract 2943.02, Los Angeles County, California",6,37,294302
51.4,5.3,0.0,14.9,0.0,22.7,5.8,1400000US06037294421,2847,48.7,7.4,6.7,9.3,8.3,4.0,12.0,17.6,15.4,3.8,5.2,4.7,3.5,2.1,35.6,"Census Tract 2944.21, Los Angeles County, California",6,37,294421
73.8,3.6,0.0,13.1,1.1,1.5,7.0,1400000US06037295103,4981,42.9,3.9,4.6,3.3,5.2,3.3,12.3,16.5,15.0,7.7,4.6,14.0,7.6,2.2,45.9,"Census Tract 2951.03, Los Angeles County, California",6,37,295103
71.4,3.8,0.0,12.8,0.0,1.7,10.3,1400000US06037296401,3375,41.5,5.2,3.8,3.9,4.1,7.1,14.8,8.2,15.4,7.1,5.5,15.4,4.0,5.4,47.1,"Census Tract 2964.01, Los Angeles County, California",6,37,296401
58.7,4.3,0.6,8.4,0.0,21.0,7.0,1400000US06037296402,3386,48.3,4.0,9.0,6.1,5.3,7.1,15.2,11.1,15.3,6.3,5.2,9.5,3.5,2.3,38.6,"Census Tract 2964.02, Los Angeles County, California",6,37,296402
36.5,8.8,0.9,4.4,0.7,39.3,9.3,1400000US06037296901,4422,49.4,11.4,6.3,8.3,5.0,4.6,21.5,14.8,12.9,6.2,3.0,3.3,1.4,1.3,30.3,"Census Tract 2969.01, Los Angeles County, California",6,37,296901
57.7,3.3,0.0,4.4,0.0,27.0,7.6,1400000US06037296902,3997,48.2,7.2,6.6,7.5,3.2,7.5,16.4,10.4,15.7,11.7,2.8,5.4,4.0,1.6,38.4,"Census Tract 2969.02, Los Angeles County, California",6,37,296902
56.6,7.5,0.2,4.4,0.1,22.9,8.3,1400000US06037297201,4267,54.3,11.0,7.9,6.3,5.5,10.5,13.8,15.4,12.5,6.8,3.4,3.8,3.3,0.0,31.8,"Census Tract 2972.01, Los Angeles County, California",6,37,297201
65.9,1.8,0.0,7.0,0.0,14.3,11.0,1400000US06037297202,3921,47.0,6.5,6.3,5.3,6.2,8.4,12.5,13.9,16.0,4.9,5.0,9.1,3.8,2.2,37.6,"Census Tract 2972.02, Los Angeles County, California",6,37,297202
79.5,0.8,0.0,16.3,0.0,1.4,2.0,1400000US06037301206,5134,45.6,5.1,4.9,7.2,4.5,4.7,13.1,12.5,14.4,7.0,9.6,9.3,6.1,1.7,42.1,"Census Tract 3012.06, Los Angeles County, California",6,37,301206
71.8,7.0,0.6,2.3,0.4,3.1,14.8,1400000US06037297601,2735,52.2,9.9,10.2,5.5,2.1,5.1,17.8,10.9,14.4,4.9,7.5,8.2,3.1,0.4,34.7,"Census Tract 2976.01, Los Angeles County, California",6,37,297601
66.3,3.5,0.3,8.5,0.5,12.8,8.1,1400000US06037297602,3739,51.2,4.7,3.5,8.2,4.6,8.2,9.2,11.9,15.5,10.2,6.7,14.0,2.0,1.3,43.8,"Census Tract 2976.02, Los Angeles County, California",6,37,297602
73.5,0.4,0.0,21.0,0.0,1.4,3.7,1400000US06037300301,5966,45.7,2.2,6.1,6.6,7.2,6.4,5.4,13.6,16.9,10.1,7.1,11.2,5.2,2.0,46.7,"Census Tract 3003.01, Los Angeles County, California",6,37,300301
77.8,1.1,0.0,15.8,0.0,2.3,2.9,1400000US06037301205,2230,48.8,5.2,4.7,6.1,6.4,5.2,11.1,11.9,12.8,11.4,6.5,9.7,5.5,3.6,44.4,"Census Tract 3012.05, Los Angeles County, California",6,37,301205
61.9,1.3,0.0,22.4,0.0,8.2,6.1,1400000US06037301801,5033,47.6,6.0,4.7,5.3,1.7,4.9,24.1,17.9,12.2,6.5,4.3,6.3,4.9,1.3,36.1,"Census Tract 3018.01, Los Angeles County, California",6,37,301801
71.1,1.7,0.0,21.0,0.0,3.0,3.2,1400000US06037301802,4288,46.9,3.5,4.9,4.2,4.8,5.9,19.6,16.2,15.2,4.4,7.2,7.2,6.0,0.9,39.0,"Census Tract 3018.02, Los Angeles County, California",6,37,301802
78.2,1.0,0.0,15.5,0.3,2.6,2.6,1400000US06037302003,3557,45.9,3.5,2.4,2.4,4.8,7.2,20.4,15.6,7.4,8.8,8.2,11.2,6.5,1.6,39.8,"Census Tract 3020.03, Los Angeles County, California",6,37,302003
71.5,2.6,0.2,18.4,0.0,3.1,4.1,1400000US06037302004,4174,45.9,4.5,3.9,3.5,5.8,4.3,18.8,12.2,12.4,8.3,8.8,9.8,4.5,3.0,41.7,"Census Tract 3020.04, Los Angeles County, California",6,37,302004
71.9,3.1,0.0,15.5,0.0,8.8,0.7,1400000US06037302401,6734,45.0,6.3,4.7,3.8,4.9,4.9,24.8,10.7,15.9,4.2,5.1,7.2,6.1,1.3,35.3,"Census Tract 3024.01, Los Angeles County, California",6,37,302401
77.6,0.0,0.2,15.1,0.0,5.6,1.5,1400000US06037302503,4176,46.1,7.2,4.1,3.3,5.0,9.6,16.6,10.9,15.8,6.0,4.7,9.0,6.1,1.8,40.3,"Census Tract 3025.03, Los Angeles County, California",6,37,302503
67.6,2.0,0.2,20.2,1.4,2.7,5.9,1400000US06061021322,17009,46.1,8.0,10.4,7.8,5.2,4.4,8.6,19.8,13.3,3.2,4.2,10.3,3.9,0.8,37.4,"Census Tract 213.22, Placer County, California",6,61,21322
70.4,0.7,0.7,2.5,0.0,20.9,4.7,1400000US06061021403,7349,51.3,7.9,10.7,6.7,3.9,5.8,18.8,12.5,13.7,5.1,2.7,6.4,5.0,0.9,32.6,"Census Tract 214.03, Placer County, California",6,61,21403
93.7,0.1,0.2,1.7,0.2,1.8,2.3,1400000US06061021603,4508,42.7,5.3,9.0,4.9,1.8,5.8,14.0,8.2,9.5,6.0,7.8,10.4,9.7,7.5,46.0,"Census Tract 216.03, Placer County, California",6,61,21603
90.6,1.7,0.3,2.3,0.0,0.8,4.3,1400000US06061021604,4180,55.7,5.5,6.4,4.5,3.4,5.8,10.6,7.2,11.4,10.5,9.8,17.3,5.4,2.2,53.2,"Census Tract 216.04, Placer County, California",6,61,21604
78.0,3.4,0.5,2.0,0.2,7.1,8.7,1400000US06073010401,2505,52.2,7.4,5.7,11.9,6.0,4.6,20.8,12.3,9.9,7.0,3.5,7.1,2.2,1.6,32.0,"Census Tract 104.01, San Diego County, California",6,73,10401
92.8,3.0,0.0,1.9,0.0,0.0,2.4,1400000US06073010900,2078,46.9,4.8,2.8,7.6,6.7,3.0,8.3,8.7,12.2,9.8,9.1,17.3,6.0,3.8,52.2,"Census Tract 109, San Diego County, California",6,73,10900
61.1,9.6,0.0,11.0,1.0,11.5,5.8,1400000US06073013306,4266,44.6,6.3,4.5,5.8,7.8,10.7,15.8,16.4,10.9,3.0,9.9,5.4,3.0,0.6,33.7,"Census Tract 133.06, San Diego County, California",6,73,13306
66.1,9.5,0.8,6.0,0.0,3.7,13.9,1400000US06073013505,5433,50.5,6.1,7.2,6.4,6.5,5.9,15.5,10.6,16.2,5.3,5.4,9.1,3.1,2.8,37.7,"Census Tract 135.05, San Diego County, California",6,73,13505
84.3,6.8,0.3,2.7,0.0,0.7,5.3,1400000US06073013701,2385,44.6,1.4,3.2,4.5,7.0,5.0,7.0,12.3,16.7,8.0,9.7,13.3,7.6,4.3,51.3,"Census Tract 137.01, San Diego County, California",6,73,13701
56.9,5.6,1.2,11.4,3.7,15.2,6.0,1400000US06073013908,4041,50.9,7.5,7.5,7.2,9.2,8.4,17.4,8.2,16.7,6.2,3.6,4.4,2.8,0.9,29.8,"Census Tract 139.08, San Diego County, California",6,73,13908
89.6,0.6,0.9,0.5,0.0,0.8,7.8,1400000US06073016608,2539,53.5,8.3,6.6,6.1,4.1,4.8,14.5,11.0,14.9,8.7,7.2,9.5,4.3,0.0,40.3,"Census Tract 166.08, San Diego County, California",6,73,16608
87.2,2.1,3.8,0.9,1.9,0.4,3.8,1400000US06073016804,7829,51.6,8.9,4.7,7.3,7.2,10.1,11.8,16.9,12.3,6.8,7.1,3.8,3.0,0.0,34.9,"Census Tract 168.04, San Diego County, California",6,73,16804
